,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
158,Amorfoda,"Bad Bunny",4516679,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
159,"River (feat. Ed Sheeran)",Eminem,4496637,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
160,"More Than You Know","Axwell /\ Ingrosso",4495883,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44
161,Closer,"The Chainsmokers",4490676,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
162,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",4474037,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
163,"Whatever It Takes","Imagine Dragons",4465908,https://open.spotify.com/track/7F3uo3304R2CTvOseU3H7u
164,"One Night Stand","Capital Bra",4441599,https://open.spotify.com/track/4gALhhysObk59C3fxeTLwh
165,"Same Bitches (feat. G-Eazy & YG)","Post Malone",4427819,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
166,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",4421005,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
167,"Zack And Codeine","Post Malone",4383117,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
168,"El Farsante - Remix",Ozuna,4375680,https://open.spotify.com/track/7uYgVgRSgqluZclLS7wpp4
169,Location,Khalid,4364501,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
170,"Stir Fry",Migos,4325894,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
171,"Ao Vivo E A Cores","Matheus & Kauan",4289412,https://open.spotify.com/track/2Ab1wPTEqulaCGoBak1gUo
172,Attention,"Charlie Puth",4279468,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50
173,Bella,Wolfine,4251422,https://open.spotify.com/track/3xcCix7Jv1Rp90YVmgo35D
174,"Where Were You In The Morning?","Shawn Mendes",4240304,https://open.spotify.com/track/51wrmElSLxFzc0vSQPeTxs
175,"Me Rehúso","Danny Ocean",4201399,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
176,"Thinking Out Loud","Ed Sheeran",4191859,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
177,"Wonderwall - Remastered",Oasis,4185018,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
178,"I'm Yours","Jason Mraz",4178069,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
179,"Duro y Suave","Leslie Grace",4166711,https://open.spotify.com/track/31M5m42C3EGlbydf9XB5to
180,"Lonely Together (feat. Rita Ora)",Avicii,4164426,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
181,1-800-273-8255,Logic,4164087,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
182,"Nena Maldicion (feat. Lenny Tavarez)","Paulo Londra",4160792,https://open.spotify.com/track/3TnhQSRwT3AVMdXw5JPq0x
183,"Bodak Yellow","Cardi B",4156335,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
184,Entertainer,ZAYN,4136547,https://open.spotify.com/track/5LTGmestwpHZ1BfCmpFQJx
185,"There's Nothing Holdin' Me Back","Shawn Mendes",4122581,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
186,"Despacito - Remix","Luis Fonsi",4117022,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
187,"Humility (feat. George Benson)",Gorillaz,4115165,https://open.spotify.com/track/5fGWdNGGnvKrrHL6U7c1Vp
188,"If You're Over Me","Years & Years",4112204,https://open.spotify.com/track/01k24g94i1JvkFLQmVEdCd
189,changes,XXXTENTACION,4111604,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
190,"Takin' Shots","Post Malone",4111232,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
191,"I Miss You (feat. Julia Michaels)","Clean Bandit",4107184,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
192,"Sorry Not Sorry","Demi Lovato",4098072,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
193,"Bank Account","21 Savage",4054113,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
194,"Answerphone (feat. Yxng Bane)","Banx & Ranx",4053190,https://open.spotify.com/track/1HagMz5nWk1HmevNCBOxF3
195,"To My Love - Tainy Remix","Bomba Estéreo",4035485,https://open.spotify.com/track/5LciLoxa1gK70yIUeoHgRx
196,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",4034917,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
197,Redbone,"Childish Gambino",4024498,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
198,"EL BAÑO","Enrique Iglesias",4020656,https://open.spotify.com/track/2vvdTrdryjsl8DmPIMDWZU
199,Photograph,"Ed Sheeran",4011674,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
200,Rise,"Jonas Blue",3957803,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
