id,"Track",Artist,Streams,URL
1,"Better Now","Post Malone",40788286,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
2,"Psycho (feat. Ty Dolla $ign)","Post Malone",37992220,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
3,"Nice For What",Drake,32410762,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
4,Paranoid,"Post Malone",31182644,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
5,"no tears left to cry","Ariana Grande",29862555,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
6,"God's Plan",Drake,29377797,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
7,"One Kiss (with Dua Lipa)","Calvin Harris",27860728,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
8,"rockstar (feat. 21 Savage)","Post Malone",26920146,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
9,"Spoil My Night (feat. Swae Lee)","Post Malone",25175356,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
10,"Rich & Sad","Post Malone",24285634,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
11,Stay,"Post Malone",23585361,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
12,FRIENDS,Marshmello,22752794,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
13,"Over Now","Post Malone",22173263,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
14,X,"Nicky Jam",22090024,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
15,"Ball For Me (feat. Nicki Minaj)","Post Malone",21648376,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
16,"Zack And Codeine","Post Malone",21279106,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
17,"I Like It","Cardi B",20725789,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
18,"Same Bitches (feat. G-Eazy & YG)","Post Malone",19969213,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
19,"Takin' Shots","Post Malone",19954804,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
20,"Call Out My Name","The Weeknd",19445831,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
21,"Freaky Friday (feat. Chris Brown)","Lil Dicky",18811764,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
22,"The Middle",Zedd,18098441,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
23,"92 Explorer","Post Malone",17856059,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
24,"Candy Paint","Post Malone",17508038,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
25,Otherside,"Post Malone",17392639,https://open.spotify.com/track/4qWCFTuNnmGNdY4egtb4ZY
